tech_weight,macro_weight,risk_aversion,tilt_strength,max_weight,sharpe,excess_sharpe,ann_return,ann_vol,calmar,max_dd
0.4,0.6,7.0,0.2,0.15,1.864,0.13600000000000012,0.4773041217400356,0.29022393625109427,1.644606326774799,-0.3117214112656584
0.4,0.6,7.0,0.2,0.2,1.997,0.26900000000000013,0.5189880141865602,0.3010109454709929,1.724149975259198,-0.31312657699515156
0.4,0.6,7.0,0.2,0.25,1.941,0.21300000000000008,0.5242609263554301,0.31134472932056745,1.683859969299944,-0.33804450609244796
0.4,0.6,7.0,0.2,0.3,1.902,0.17399999999999993,0.5257566259599961,0.3174477958446781,1.6561986973670468,-0.37610757369741954
0.4,0.6,7.0,0.3,0.1,1.728,0.0,0.43726854706562485,0.2806828612801059,1.5578740542667304,-0.3239783380552132
0.4,0.6,7.0,0.3,0.15,1.862,0.13400000000000012,0.47699220545813903,0.29031276836929387,1.6430286829526513,-0.3126546602667475
0.4,0.6,7.0,0.3,0.2,1.989,0.2610000000000001,0.5177169501315214,0.30109120611383744,1.7194688506969595,-0.314769838175117
0.4,0.6,7.0,0.3,0.25,1.923,0.19500000000000006,0.5204260271706307,0.31115463563513746,1.672563952352253,-0.34220251131801965
0.4,0.6,7.0,0.3,0.3,1.898,0.16999999999999993,0.5249230636660256,0.3173497898898429,1.6540835393281168,-0.3788131208553506
0.4,0.6,7.0,0.4,0.1,1.728,0.0,0.4372685470072912,0.2806828612820689,1.5578740540480076,-0.3239783380547194
0.4,0.6,7.0,0.4,0.15,1.861,0.133,0.4770921180104377,0.29044121816796525,1.642646043904589,-0.31358763293086855
0.4,0.6,7.0,0.4,0.2,1.98,0.252,0.5158603726517541,0.3010635354264283,1.7134601569103554,-0.3172525625005493
0.4,0.6,7.0,0.4,0.25,1.903,0.17500000000000004,0.5161709534357486,0.3109426112542909,1.6600199996829017,-0.34634054597914354
0.4,0.6,7.0,0.4,0.3,1.889,0.16100000000000003,0.5228700128935748,0.3171865030381663,1.6484623648398402,-0.3815114179143559
0.4,0.6,7.0,0.5,0.1,1.728,0.0,0.4372685472274664,0.2806828612856714,1.5578740548124395,-0.32397833805423
0.4,0.6,7.0,0.5,0.15,1.862,0.13400000000000012,0.47732110376703796,0.29050421824663597,1.6430780477059916,-0.31452025331381134
