,AKBNK.IS,BIMAS.IS,EKGYO.IS,EREGL.IS,FROTO.IS,GARAN.IS,MGROS.IS,SISE.IS,THYAO.IS,TOASO.IS
2022-12-30,0.056038323652981364,6.315394839737964e-10,0.1999999999679008,6.439032042086103e-11,2.1903470755814487e-09,0.1433184110157108,0.19999999994969578,0.1999999999567832,0.19999999996052115,0.0006432626101299298
2023-01-31,0.005529915443910716,2.529842713712612e-09,0.19999999948665625,8.325656536421686e-10,0.09714795715450181,0.04758741947719641,0.1999999997137051,0.19999999951810185,0.19999999966123813,0.04973470618228136
2023-02-28,0.029597603191835273,1.2431222113047545e-10,0.1999999999882918,2.4377103819627296e-11,0.0782555211232501,2.6266466383246066e-09,0.19999999999389545,0.19999999998953888,0.19999999999496623,0.09214687294288633
2023-03-31,0.08249784979916686,9.761278166457287e-10,0.09518260169538718,2.737771836376214e-10,3.643952947805423e-09,0.022319545718759586,0.1999999999074518,0.19999999992841347,0.19999999990942108,0.19999999814754219
2023-04-28,4.91935287157952e-10,0.09554442458838748,0.06254426019657236,1.0115356573717798e-10,2.6317480971570803e-09,0.10987209634151392,0.19999999993816156,0.13203921585335962,0.19999999995830708,0.1999999998988611
2023-05-31,0.043131321273903664,1.3989857808419524e-09,0.19999999996496298,1.8156514042913473e-11,0.11440325248269541,0.04246538964425937,0.1999999999923403,3.523933792314714e-08,0.19999999999289225,0.19999999999246573
2023-06-27,0.0417877325653321,4.912739639707392e-09,0.15821215717079262,4.009104927250802e-10,0.19999999209329472,1.1313059922576353e-07,0.1999999996980937,7.389634290679875e-10,0.1999999996465464,0.19999999964272766
2023-07-31,0.14456018773764137,1.938726920126462e-09,0.0004028046269108204,1.263702426614281e-10,0.19999999994153728,0.055037005399426554,0.19999999995089884,4.2231053664224305e-10,0.19999999994597897,0.1999999999101983
2023-08-31,0.15464797767367125,0.07929903349132938,8.225504757549236e-09,1.9188933550466582e-10,0.16605297333635072,8.887531470061276e-09,0.19999999979570532,8.778484924441905e-10,0.19999999945846916,0.19999999806170002
2023-09-29,0.19975580244159555,4.7052969151480784e-09,3.8590802516179576e-10,1.7189382420918922e-10,0.0796371303208846,0.12060706389413361,0.19999999977649252,2.954847455399331e-10,0.1999999993365407,0.19999999867176957
2023-10-31,0.08014864286822822,0.14448083945999232,3.604691961868328e-11,1.5651016182277142e-11,0.19999999902663582,0.07999194513182926,0.1999999999339798,9.334686978342241e-12,0.0953785746052706,0.19999999891303155
2023-11-30,0.09742996786424285,0.19999999911769917,6.450756184365221e-11,2.0418084581133525e-10,0.18306918292040866,0.12399241420324676,0.19999999957382925,1.5200690587801677e-10,0.19550843545470362,4.4517441534845464e-10
2023-12-29,0.1999999866389929,0.19999999956546316,1.8142799137619295e-10,3.0676216394857373e-10,0.16100573734168855,0.19999999224265488,0.1999999996122104,3.0613108759678483e-10,0.03899428303742932,7.672394443572899e-10
2024-01-31,0.19999999934388843,0.1999999999222246,8.949636751488338e-11,7.00649217240349e-11,0.15602998584847355,0.19999999980189817,0.19999999994692721,6.420370621485902e-11,0.04397001472409164,1.8873143389658148e-10
2024-02-29,0.19999999860982984,0.19999999989267184,1.1949273605449489e-10,4.807440771741278e-11,0.05829205614494051,0.19999999963685414,0.19999999988783645,6.180480680780372e-11,0.1417079454392433,1.5925195434669393e-10
2024-03-29,0.19999999978564284,0.19999999783123806,2.1173427035410158e-11,7.611980693485196e-12,8.114776414903057e-09,0.19999999443007482,0.1999999999037172,1.5851131348939946e-11,0.19999999987809203,1.1822033831396255e-11
2024-04-30,0.19999999983599223,0.18634756997077212,1.4328549998448485e-10,4.7982273484946634e-11,0.013652437812346896,0.19999999950185865,0.19999999732933785,6.615371065528038e-11,0.19999999523287534,5.939549022734652e-11
2024-05-31,0.1999999999383854,0.1999999999083693,8.392764262735222e-11,1.6382150349663066e-10,0.15392811278666133,0.19999999991816517,0.19999999973908372,1.298769134776887e-10,0.04607188692599439,4.05714501962401e-10
2024-06-28,0.19999999999399024,0.1999999999978824,3.3560442519583953e-10,1.9010987664513986e-09,0.0874203081710547,0.19999999998556736,0.19999999988609457,1.175766292202072e-10,0.05879186449226558,0.053787825118865144
2024-07-31,0.19999999971588342,0.19999999971176347,1.7813582032746525e-07,0.19999981874806574,8.554247997049608e-10,0.1999999997505308,0.19999999952363992,4.5698246688526955e-10,2.179944800317845e-09,9.219444953979467e-10
2024-08-29,0.19999999998664614,0.19999999997753307,0.15095806419411617,9.77138947204778e-11,6.391533949705967e-08,0.19999999998699103,0.1999999999755243,3.8239401178327653e-11,0.04904187178857989,3.931663516345062e-11
2024-09-30,0.19999999989674577,0.19999999989051487,0.1999999998949328,0.007943363146651764,8.58036470634291e-09,0.19999999986340555,0.10430221689892533,1.9495575613869205e-10,0.08775441144589909,1.8760440847575915e-10
2024-10-31,0.19999999997885198,0.1999999999753375,0.19999999997137755,0.11259408728333772,0.003450293748180321,0.19999999996645226,4.4870906435385637e-07,4.2613754205518675e-11,0.08395517028855416,3.623044181731104e-11
2024-11-29,0.19999999871082919,0.19999999655686188,0.19999999853118158,0.11619084284699699,4.033256920083331e-08,0.19999999857236125,0.08380911959259481,1.3490173229880142e-09,2.7041818672730286e-09,8.03405772691888e-10
2024-12-31,0.19999999846375047,0.19999999993510328,0.19999999996829976,1.3808249962550336e-10,1.4664684901799276e-09,0.1999999999554396,0.1999999998996558,4.897362136346108e-11,9.550643107264406e-11,2.8720063298155487e-11
2025-01-31,0.1999999992679646,0.19999999791521858,0.19999999786172637,3.797312231956259e-10,1.0162343802687485e-09,0.19999999942911756,0.1999999977632338,5.350044846106665e-10,5.652367780275249e-09,1.7940117182272188e-10
2025-02-28,0.19999999995647313,0.19999999975742142,0.19999999827313902,1.2715746444959984e-10,8.615029734832991e-11,0.19999999990478962,0.19999999926384449,7.275520112373184e-11,2.5196755341574675e-09,3.859375169161237e-11
2025-03-28,0.14668654992175212,0.19999999783543462,0.1999999998610243,5.945412656897957e-11,3.16444766791951e-11,0.19999999997206033,0.1999999654292705,9.52688854091266e-12,0.053313486868049376,1.1783431639764033e-11
2025-04-30,4.767975437608981e-10,0.19999999802050483,0.19999999763966106,0.1999999605446443,3.5259477486483595e-09,0.19999999886850314,0.19999999781787361,2.2844474539168283e-09,3.970807470829731e-08,1.113545453374109e-09
2025-05-30,5.226410002718685e-10,0.19999998481659695,0.19999999895640025,0.19432300191997554,1.6106881543801862e-09,0.199999997244291,0.19999999692290968,9.409166230249045e-10,0.005677016858387314,2.0719340946590794e-10
2025-06-30,0.11977110687230494,7.049500170950982e-08,0.19999999997127518,0.19999999981562977,3.7300833068732976e-11,0.19999999997358753,0.19999999887737893,1.4650974104283583e-11,0.08022882392935303,1.351705298173931e-11
2025-07-31,0.1367623889818734,1.618783140690102e-09,0.199999999918811,0.13192473576233577,0.1313251098319704,0.19999999992938639,0.12958723566144767,5.0214492763645544e-11,0.07040052693862066,1.306557061465267e-09
2025-08-29,0.030522749889632855,1.5401363600221643e-10,0.19999999995244136,0.19999999997798007,0.19999999997405138,0.1999999999922251,2.397159203711931e-10,5.380456359372104e-11,0.06969290719878372,0.09978434256735128
2025-09-30,1.3281566359848043e-09,0.1288403680209483,0.19999999810430333,0.14930073535409907,0.1035761236532639,0.14351666108732425,2.111874164818977e-09,1.3432902524399436e-09,0.07476611231351321,0.19999999668322696
2025-10-31,0.13257645711716484,0.07774969157245727,0.19999999998026258,0.18605478844917353,2.7023277208745923e-10,0.1999999999475863,0.0036190617435178435,1.7026394929408544e-11,9.09637317730792e-10,0.199999999992941
2025-11-28,0.044227793202208335,0.19999999880306554,0.19999999973967145,4.693672728048728e-09,0.004641037007107534,0.1999999998064899,0.15113116604324367,5.561032155512442e-10,5.156381511739991e-10,0.1999999996327994
2025-12-31,0.11041819306520503,0.09386878597552867,0.19999999985366548,6.858589292040391e-10,0.1957130000196764,0.1999999995092766,2.044483259690104e-08,1.8070403189270106e-10,3.0040314630215653e-10,0.19999999996484916
2026-01-30,0.19999999963903842,0.11798549281168318,0.19999999987705455,0.0566195045178959,0.19999999979957125,0.025394982864835526,2.4859005089945813e-09,1.7517110079137285e-08,5.926563622931985e-10,0.1999999998942544
