,returns
2020-03-20,0.020162138164630264
2020-03-23,0.022059071977457493
2020-03-24,0.06700756873193327
2020-03-25,-0.010309059210215559
2020-03-26,0.01392587349005601
2020-03-27,-0.02696301763101963
2020-03-30,0.0013766297831327955
2020-03-31,0.005326195827594598
2020-04-01,0.003401323218153649
2020-04-02,0.007636371132287947
2020-04-03,0.024501985238547172
2020-04-06,0.03733103941181395
2020-04-07,0.004421470291964335
2020-04-08,-0.0041887092026648195
2020-04-09,0.004757494952148563
2020-04-10,0.010038862035146307
2020-04-13,0.0017159908506956811
2020-04-14,0.017231817323497944
2020-04-15,0.022817877162939974
2020-04-16,0.018057629819637634
2020-04-17,0.016745740984561212
2020-04-20,0.02139917822946297
2020-04-21,-0.01687494585518494
2020-04-22,-0.0065059551887578886
2020-04-24,-0.0017619890234352664
2020-04-27,0.02663302170972591
2020-04-28,-0.003561414489099214
2020-04-29,0.02678390806757352
2020-04-30,-0.004395566441318038
2020-05-04,-0.0376797743956089
2020-05-05,-0.01103505450826701
2020-05-06,-0.0027073770116742436
2020-05-07,-0.014283711457979218
2020-05-08,-0.0032427003410915338
2020-05-11,0.007565322508655735
2020-05-12,0.024620367800159755
2020-05-13,0.013211084094328068
2020-05-14,-0.002525048931473371
2020-05-15,0.01796929129152685
2020-05-18,0.03258065426854229
2020-05-20,0.007749436961059786
2020-05-21,0.007468534408838158
2020-05-22,0.005366079190917493
2020-05-27,0.014729257429687823
2020-05-28,0.0030206199208567324
2020-05-29,-0.013025493133942126
2020-06-01,0.03763270370230531
2020-06-02,0.02315493779991236
2020-06-03,0.0039478609775393395
2020-06-04,0.008664764339951645
2020-06-05,-0.003545107966400734
2020-06-08,0.0016652811642140029
2020-06-09,0.01158112060276132
2020-06-10,0.016120624720539187
2020-06-11,-0.006242278484473214
2020-06-12,0.020237876695847028
2020-06-15,-0.009332355425396502
2020-06-16,0.0037331447921641996
2020-06-17,0.007878866330554752
2020-06-18,-0.0023193379912472326
2020-06-19,-0.0007676901569699476
2020-06-22,0.025886120119857657
2020-06-23,0.008924453996422168
2020-06-24,0.0027260241232754416
2020-06-25,-0.005291396307865631
2020-06-26,0.009320651054538701
2020-06-29,0.0024727522873721017
2020-06-30,0.018987531540378997
2020-07-01,-0.009120513214489596
2020-07-02,0.020924644433018745
2020-07-03,-0.002214200999291208
2020-07-06,0.0385320559257836
2020-07-07,0.01393102768724147
2020-07-08,-0.009914158720950212
2020-07-09,-0.023445406281545823
2020-07-10,-0.0013461330969959915
2020-07-13,0.03810922515491809
2020-07-14,0.0026757773363192544
2020-07-16,0.007212712722330962
2020-07-17,0.005269987785727416
2020-07-20,0.0045217693684565545
2020-07-21,-0.008846382716435893
2020-07-22,0.011046912472421701
2020-07-23,-0.0020993141231919247
2020-07-24,-0.0005573970143429007
2020-07-27,0.0032640260739768335
2020-07-28,-0.013809912830126631
2020-07-29,0.006074813232708418
2020-07-30,0.011717262988233331
2020-08-04,-0.042830537931184354
2020-08-05,-0.023680784407446545
2020-08-06,-0.06198591481345925
2020-08-07,0.015201912241168982
2020-08-10,0.03998588675960887
2020-08-11,0.039367331934960025
2020-08-12,-0.015025044358926935
2020-08-13,-0.019249666176881813
2020-08-14,-0.022105231298625398
2020-08-17,0.0006543543386335975
2020-08-18,0.0012334261318788086
2020-08-19,0.038877347942494936
2020-08-20,-0.007457306187860451
2020-08-21,-0.015011285049346939
2020-08-24,0.003594278966468189
2020-08-25,-0.018340711626211335
2020-08-26,0.006701475020573797
2020-08-27,0.0028948662890742457
2020-08-28,-0.00542131393610129
2020-08-31,-0.02029504972289129
2020-09-01,-0.0012943437727905688
2020-09-02,-0.002679748324600721
2020-09-03,-0.010939168225072935
2020-09-04,0.01814089612319799
2020-09-07,0.01725306296722224
2020-09-08,-0.0029425137590075156
2020-09-09,-0.00016313701388318306
2020-09-10,-0.0014614049399421006
2020-09-11,0.004064860442469868
2020-09-14,0.01246445013354551
2020-09-15,0.018233293002659884
2020-09-16,-0.0072638626606146535
2020-09-17,-0.0023886517684402002
2020-09-18,0.00232539001942363
2020-09-21,-0.015363809593036066
2020-09-22,0.012498049043044931
2020-09-23,-0.003674825403226864
2020-09-24,0.008067667830434215
2020-09-25,0.002697675610106667
2020-09-28,0.0009418614848683369
2020-09-29,-0.0037854142104721536
2020-09-30,0.013006212327079308
2020-10-01,-0.014430652770899164
2020-10-02,0.008834736605201966
2020-10-05,0.005993025708488012
2020-10-06,-0.010784276568684591
2020-10-07,-0.012693941678478642
2020-10-08,-0.0049270363865218225
2020-10-09,0.019707547998191743
2020-10-12,0.011193640337270189
2020-10-13,-0.0056431786262221735
2020-10-14,0.012899439540151405
2020-10-15,0.004899418931307354
2020-10-16,-0.0017370522535311904
2020-10-19,-0.0008874454619570589
2020-10-20,0.009431312433900257
2020-10-21,0.016189268553834832
2020-10-22,-0.0025287843870388325
2020-10-23,0.0011943439102839216
2020-10-26,-0.02119915903332219
2020-10-27,-6.279796485980475e-05
2020-10-28,-0.025615603558593325
2020-10-30,-0.0035474537614177412
2020-11-02,0.026936551661788245
2020-11-03,0.007410314891822464
2020-11-04,0.0179593841768075
2020-11-05,2.820047049177475e-05
2020-11-06,0.020572637220456692
2020-11-09,0.020149329813342245
2020-11-10,0.0029418860406310214
2020-11-11,-0.006165966751725963
2020-11-12,-0.01906156501019631
2020-11-13,0.011708466527961961
2020-11-16,0.009955634244209819
2020-11-17,-0.0015698191869747036
2020-11-18,0.01655056609452283
2020-11-19,-0.006827347383401767
2020-11-20,0.008972896735874338
2020-11-23,0.0032079017314867934
2020-11-24,0.012725067869409816
2020-11-25,0.0013784975330489767
2020-11-26,0.005525174184988928
2020-11-27,-0.007059110668607907
2020-11-30,-0.030448887219699017
2020-12-01,0.01337042270523855
2020-12-02,0.009888941986633315
2020-12-03,-0.0009818003551089307
2020-12-04,0.007505387687218014
2020-12-07,0.005689480073674604
2020-12-08,0.013547432995554106
2020-12-09,0.0013439645863299128
2020-12-10,-7.957948841353881e-05
2020-12-11,0.015014093867541916
2020-12-14,0.005935447507936033
2020-12-15,0.011022502403016452
2020-12-16,-0.010253042088774514
2020-12-17,0.006904856242205468
2020-12-18,0.009168117921439959
2020-12-21,-0.01831920944064447
2020-12-22,0.016424355028050158
2020-12-23,0.00883170408795501
2020-12-24,-0.0022515957456886566
2020-12-25,-0.0037475284653387866
2020-12-28,0.002480962826325237
2020-12-29,0.02189157929041785
2020-12-30,0.005181808022103454
2020-12-31,-0.001997944542544264
2021-01-04,0.01873962812846039
2021-01-05,-0.0011022077728052946
2021-01-06,0.010799323302254318
2021-01-07,0.0026162744104071926
2021-01-08,0.014876610430864301
2021-01-11,0.012361872660260727
2021-01-12,0.021905463940365435
2021-01-13,0.012288363099473364
2021-01-14,-0.013276732168384653
2021-01-15,-0.011877844612979312
2021-01-18,0.03310545938674987
2021-01-19,0.012085416280349332
2021-01-20,0.021100870836343794
2021-01-21,-0.019989724623016902
2021-01-22,-0.020706584011180883
2021-01-25,-0.007933224798607667
2021-01-26,0.006243307347210798
2021-01-27,-0.04177132075907026
2021-01-28,0.01851074362681104
2021-01-29,-0.03213048595284849
2021-02-01,0.02248565153962602
2021-02-02,0.011369610476156863
2021-02-03,0.002719160962860755
2021-02-04,0.013383866000560128
2021-02-05,-0.013134759453639466
2021-02-08,0.007186167713127705
2021-02-09,0.0011610838647978876
2021-02-10,0.007662541093193982
2021-02-11,-0.003020455663062015
2021-02-12,-0.014060694958584861
2021-02-15,0.002182292881291137
2021-02-16,-0.016949610212735767
2021-02-17,0.015073041327123693
2021-02-18,0.014810742806264317
2021-02-19,0.011751932139024888
2021-02-22,0.012912930348332557
2021-02-23,-0.03137761696582799
2021-02-24,-0.020860910901166766
2021-02-25,-0.001891599014600752
2021-02-26,-0.019334541631494354
2021-03-01,0.048193047604940184
2021-03-02,0.004790354073536923
2021-03-03,-0.005452416851209414
2021-03-04,-0.007028563034637561
2021-03-05,0.0033978097873428553
2021-03-08,-0.004769481558439798
2021-03-09,0.012720477023313833
2021-03-10,0.004532588736075843
2021-03-11,0.007776296045526928
2021-03-12,0.0014267544741230261
2021-03-15,0.008419663326095127
2021-03-16,0.02234557356034357
2021-03-17,0.017127432393703897
2021-03-18,-0.016418993558830145
2021-03-19,0.004144379453263263
2021-03-22,-0.09984438634738033
2021-03-23,0.02670573512779434
2021-03-24,0.03519163608111695
2021-03-25,-0.023969903359378333
2021-03-26,-0.006038277567930211
2021-03-29,0.010070558494666423
2021-03-30,0.01646169402606977
2021-03-31,-0.004176730347445212
2021-04-01,0.019798115295321408
2021-04-02,0.0017916691042663563
2021-04-05,0.012449693570688702
2021-04-06,-0.020893597597008443
2021-04-07,0.004996105988581722
2021-04-08,-0.001538481106385427
2021-04-09,-0.013026856204986182
2021-04-12,-0.01258946545315009
2021-04-13,0.005010651179457327
2021-04-14,0.016322128045137396
2021-04-15,-0.009482414089289624
2021-04-16,0.01638822059938478
2021-04-19,-0.02492912751262777
2021-04-20,-0.0013590279743760053
2021-04-21,-0.028891230654522027
2021-04-22,0.0051377597018623655
2021-04-26,0.03128617947326787
2021-04-27,0.014418836456878137
2021-04-28,-0.00740811710766623
2021-04-29,0.00580543684242852
2021-04-30,-0.005501077602770665
2021-05-03,0.0038559094648505624
2021-05-04,-0.005796833030577585
2021-05-05,0.005808541243359765
2021-05-06,-0.0019622685064998994
2021-05-07,0.009608669423196778
2021-05-10,0.02336444037016295
2021-05-11,-0.013248579670756919
2021-05-12,-0.0027731572978226043
2021-05-17,-0.003478155478006762
2021-05-18,0.013834055575990628
2021-05-20,-0.01648874458552646
2021-05-21,-0.0023194780635833892
2021-05-24,0.001608721304314538
2021-05-25,-0.03209684831120087
2021-05-26,0.019168946489311226
2021-05-27,-0.0007158285238698619
2021-05-28,0.014023865503928984
2021-05-31,0.007026742241337285
2021-06-01,-0.0011236738325944508
2021-06-02,0.006069485731727296
2021-06-03,0.006341553942469481
2021-06-04,0.006488582633261434
2021-06-07,0.006891453220193462
2021-06-08,-0.0018539826164287632
2021-06-09,0.010880861879102038
2021-06-10,0.013757372133107643
2021-06-11,0.009001054196339571
2021-06-14,-0.007265987604774726
2021-06-15,-0.011057844963018603
2021-06-16,0.0004989915330296368
2021-06-17,-0.01655799615180324
2021-06-18,-0.02821806342452141
2021-06-21,0.016831363377281295
2021-06-22,0.012399809715494014
2021-06-23,-0.010083521753797049
2021-06-24,0.002351186087012661
2021-06-25,-0.015558192253333412
2021-06-28,-0.013958792144782968
2021-06-29,0.004608856620385034
2021-06-30,-0.01160990348698402
2021-07-01,0.01338070216468732
2021-07-02,0.010991011059064183
2021-07-05,0.005602073974127729
2021-07-06,-0.008494039004342778
2021-07-07,0.006234655277799006
2021-07-08,-0.01584259676989584
2021-07-09,0.007822280340322795
2021-07-12,-0.011693414856769268
2021-07-13,-0.011879458350141772
2021-07-14,0.014818262736758625
2021-07-16,-0.004419186901048934
2021-07-19,-0.013976159354880948
2021-07-26,0.00263322309338041
2021-07-27,0.01265973806057547
2021-07-28,0.0038494846355230632
2021-07-29,0.029111198852915573
2021-07-30,-0.00021140727995852776
2021-08-02,0.009179107464426342
2021-08-03,0.02763318465347356
2021-08-04,0.009863973906370012
2021-08-05,0.0143944335332589
2021-08-06,0.008749173464641213
2021-08-09,-0.000486030792547781
2021-08-10,0.004840719816902867
2021-08-11,-0.013076647556065454
2021-08-12,0.0265566848489864
2021-08-13,0.013153761676886679
2021-08-16,-0.012571456601401364
2021-08-17,0.003710198082457073
2021-08-18,-0.015413112376944494
2021-08-19,-0.009012872553666108
2021-08-20,0.0010007715206996847
2021-08-23,0.009064408887366064
2021-08-24,-0.0022780796348081866
2021-08-25,-0.0018499669600355773
2021-08-26,-0.006564312526107877
2021-08-27,0.015844829566321047
2021-08-31,0.01146512421671009
2021-09-01,-0.005136800987295443
2021-09-02,0.0023742739486277684
2021-09-03,-0.009824502369978788
2021-09-06,0.008806719260820522
2021-09-07,-0.008816292165867972
2021-09-08,-0.00987151868754646
2021-09-09,0.021761257324416673
2021-09-10,-0.0018709855013354934
2021-09-13,-0.0015883234080302092
2021-09-14,0.003071330836761729
2021-09-15,-0.01393374617349712
2021-09-16,-0.005808823165125074
2021-09-17,-0.0009182664285784449
2021-09-20,-0.017679990515351372
2021-09-21,-0.012257853720025216
2021-09-22,0.025399746295195053
2021-09-23,0.0012844865541231985
2021-09-24,-0.01300114699132389
2021-09-27,0.0033557111106296018
2021-09-28,-0.009662188528052165
2021-09-29,0.006450113887735349
2021-09-30,0.024073096949772325
2021-10-01,-0.004080365267781472
2021-10-04,-0.013961484752717777
2021-10-05,-0.008765395605324102
2021-10-06,-0.009716868492301727
2021-10-07,0.026536436537156562
2021-10-08,0.0018865799943183262
2021-10-11,0.022997692865974445
2021-10-12,0.0005161604127244448
2021-10-13,0.027552761702011153
2021-10-14,-0.005913419125517129
2021-10-15,-0.0056500752115797095
2021-10-18,0.005075871628203259
2021-10-19,0.005373880223113817
2021-10-20,0.002116012122552707
2021-10-21,0.02270568733824522
2021-10-22,0.012783799882790211
2021-10-25,0.010858451703462908
2021-10-26,0.009081679479133785
2021-10-27,0.00616317439221505
2021-10-28,0.005136387855655349
