Date,Mining/Industrial,Export-Oriented,Interest-Sensitive,Defensive/Retail
2021-11-30,0.028948702362327307,0.19227987115898165,0.03187814183562404,3.3946428367137236e-10
2021-12-31,0.06309400419957525,0.002041740473425105,-2.3822744866741406e-11,-2.222594349896531e-11
2022-01-31,2.8018893703188157e-05,0.10566484042289476,2.5947974465649446e-11,3.0886589243933685e-12
2022-02-28,0.00727951409118046,-0.002536215575926048,-1.176956616634383e-09,-5.0687222666876e-11
2022-03-31,0.08365508394252713,0.09358520197480166,1.2391398120174318e-10,1.531075836191536e-11
2022-04-29,0.04344058595459845,0.0578579268260559,0.0455737416287014,-6.251534396302757e-12
2022-05-31,0.039238257777058555,0.03463348693558792,-0.004023957064045733,-8.09462954046096e-12
2022-06-30,-0.005530240523742825,-0.08163284471447355,-0.006665175438310168,3.129971393004129e-11
2022-07-29,0.004858343839586238,0.0739363106734373,0.008920865629992778,1.8297185634881382e-10
2022-08-31,0.0271310908623904,0.14448886579933,0.12994632835140818,3.0995520749714887e-09
2022-09-30,0.005165432426087693,-0.005598634659743289,-0.03681050608649801,0.047887267127188805
2022-10-31,0.06136902222878126,0.09085027046841747,0.06980487697881321,0.03913043166257577
2022-11-30,0.03540037815702361,0.036920034198678786,0.06837586660465823,0.021818193703748837
2022-12-30,0.01953963108284239,0.03483333192053459,0.07929171822897585,0.01833086587958271
2023-01-31,-0.015750231576522913,-0.004684160902406883,-0.054122041384108935,-0.011877149879729728
2023-02-28,0.03874557703224719,0.017466678919355657,0.016155026261124698,0.00986938147448633
2023-03-31,-0.020677978755393397,-0.020043970328991148,-0.04700883238421544,0.03167356089797326
2023-04-28,-0.025803388510262378,0.021373778535714046,-0.004360277991649326,0.00823881357015988
2023-05-31,0.020727780853342665,0.04847664191051258,0.009775356471367957,-0.004574774951610853
2023-06-27,1.4666225448066613e-08,0.14940003633926374,0.0253011716484167,0.046492737315215076
2023-07-31,2.586853379365447e-11,0.13069479372386378,0.03772990123184093,0.0775164306484424
2023-08-31,-2.736522201483893e-12,-0.030427149697702188,0.008751738812998773,0.03518646974728706
2023-09-29,1.251283199866858e-11,0.01446820121270627,0.030648090779336494,0.01872087013514189
2023-10-31,-2.967516784602272e-12,-0.0612368872581847,-0.03631345709312899,-0.015060212756080112
2023-11-30,3.740922029177868e-12,0.038070258446895884,0.019649695375483354,0.025996024842495795
2023-12-29,-4.879355726425716e-13,-0.04198652170869012,0.016408881178643853,-0.016528946553046507
2024-01-31,8.890886548667555e-12,0.03856543064509413,0.03419100154993848,0.09724718765018717
2024-02-29,2.498006188804741e-12,0.023500424402037617,0.009058811188213427,0.045299024590023274
2024-03-29,-4.5403416327676575e-11,0.012000595908604039,0.06181837874189593,-0.045765661601332525
2024-04-30,1.874512513041674e-12,0.018975677432553892,0.0948983681410654,0.027416495384459273
2024-05-31,5.860872263928397e-13,-0.014263820671053232,0.08487280171154599,0.06634821566073076
2024-06-28,1.7744683766203427e-11,0.005263958092455665,0.0014560174367208118,0.05012387664763933
2024-07-31,2.1509282811428687e-11,-0.02182255641833471,0.013571198381995529,0.0293846045861938
2024-08-29,-0.027511146733288253,-8.453565340321572e-11,-0.030210022121278227,-0.04364143717194417
2024-09-30,4.484014527636783e-12,-0.0015464872650888576,0.03425744263959697,-0.03044518515773749
2024-10-31,-9.225598326557344e-09,-0.003665531982522362,-0.09348700548682845,-0.021611373783752087
2024-11-29,0.009360681359535794,0.0040129835142136555,0.11739808774963437,0.0030010811752264107
2024-12-31,-0.004171677754242311,-1.11560890247298e-11,0.034785983043767676,0.041069936410479034
2025-01-31,-5.462093198534153e-11,3.612117662547835e-11,0.02889146012535197,0.022030188847516945
2025-02-28,-1.1708682467102002e-11,-4.509157824835892e-11,-0.0016394544975961364,-0.023863253624471406
2025-03-28,2.5000360345133354e-11,1.2018091787471462e-10,-0.07152557337214907,-0.04262795807921717
2025-04-30,-1.6073486053758882e-12,-5.56934911592437e-11,-0.06209601683056621,-0.009928466433228028
2025-05-30,0.00835556924334683,-6.371978373378069e-11,0.048940066507554336,0.013251001787657517
2025-06-30,0.027474374595633646,3.3147157189491815e-09,0.11943741157701213,0.016986857998455722
2025-07-31,0.002344727332775157,1.2091705537100952e-10,0.030058342811258014,0.011824146072841601
2025-08-29,0.011236982335261526,0.029279118384881616,0.012607190148822625,-0.009726129529138842
2025-09-30,-0.003081051552954595,-0.019158851680348924,-0.02235730242138896,-1.760150660257306e-10
2025-10-31,-0.010208027235686576,0.003945496195710365,-0.003916310848415745,-0.0007393535040342916
2025-11-28,-0.022973529042923966,-0.026073791457809317,0.028284799468854017,-9.500690031877295e-05
2025-12-31,1.0059819541569861e-12,0.014969535872414341,0.010476129348903164,0.001723654516141952
2026-01-30,5.824806017148642e-11,0.0928271597132724,0.14065147340162387,0.01734305396007522
2026-02-23,3.817619144407293e-09,0.016738433168508825,-0.012220993827425745,0.0031793796769061288
