Date,AKBNK.IS,BIMAS.IS,EKGYO.IS,EREGL.IS,FROTO.IS,GARAN.IS,MGROS.IS,SISE.IS,THYAO.IS,TOASO.IS
2016-01-01,4.228476047515869,18.806324005126953,2.0048069953918457,0.765190064907074,1.624140739440918,5.345667362213135,16.473508834838867,2.104710578918457,7.219173908233643,9.402703285217285
2016-01-04,4.152740955352783,18.604896545410156,1.9662535190582275,0.7450535893440247,1.6273589134216309,5.240556716918945,16.15253448486328,2.038731813430786,6.9749531745910645,9.293542861938477
2016-01-05,4.127497673034668,18.678138732910156,1.9893854856491089,0.7500877380371094,1.6252135038375854,5.2180328369140625,15.992048263549805,2.012340784072876,7.072641372680664,9.516825675964355
2016-01-06,4.190608024597168,18.440088272094727,1.9970964193344116,0.7853267192840576,1.6295047998428345,5.33065128326416,15.944845199584961,1.9529602527618408,7.0433349609375,9.601177215576172
2016-01-07,4.215852737426758,18.568269729614258,1.9508317708969116,0.7777755856513977,1.6327226161956787,5.353175640106201,15.68995475769043,1.9595575332641602,7.150792598724365,9.759954452514648
2016-01-08,4.234786033630371,18.194705963134766,1.9354100227355957,0.7526048421859741,1.610195279121399,5.263080596923828,15.095208168029785,1.9133728742599487,7.053103446960449,9.561482429504395
2016-01-11,4.272652626037598,18.01891326904297,1.9970964193344116,0.7626731395721436,1.600540280342102,5.33065128326416,15.10464859008789,1.9133728742599487,7.121485710144043,9.487054824829102
2016-01-12,4.316831111907959,18.275278091430664,2.0356504917144775,0.7626731395721436,1.641304612159729,5.353175640106201,15.18961238861084,1.9265687465667725,7.101947784423828,9.635910987854004
2016-01-13,4.411498546600342,18.40346336364746,2.020228862762451,0.770224392414093,1.6520321369171143,5.383207321166992,15.312337875366211,1.9529602527618408,7.170330047607422,9.690489768981934
2016-01-14,4.430432319641113,18.440088272094727,2.0125181674957275,0.7601560354232788,1.6209224462509155,5.405731678009033,15.029126167297363,1.9463618993759155,7.033565998077393,9.516825675964355
2016-01-15,4.361009120941162,18.289926528930664,1.9662535190582275,0.7450535893440247,1.6166316270828247,5.420746803283691,14.821436882019043,1.9199714660644531,6.935877799987793,9.402703285217285
2016-01-18,4.361009120941162,18.1141357421875,1.9662535190582275,0.7526048421859741,1.610195279121399,5.390715599060059,14.500462532043457,1.9199714660644531,6.994490623474121,9.318352699279785
2016-01-19,4.335763931274414,17.996938705444336,1.9662535190582275,0.7526048421859741,1.6498866081237793,5.383207321166992,14.519343376159668,1.933166742324829,7.062872886657715,9.536673545837402
2016-01-20,4.196918964385986,17.769874572753906,1.927699089050293,0.7349852919578552,1.6337954998016357,5.270587921142578,14.33997631072998,1.8869813680648804,6.887033462524414,9.224075317382812
2016-01-21,4.133808612823486,17.41828727722168,1.881434679031372,0.7274340391159058,1.6037583351135254,5.2030158042907715,14.009561538696289,1.8605903387069702,6.896801948547363,9.303466796875
